sim name,Om,h,w,s8,z,mu_vec,pdf,poisson,mean,var,3th,4th,5th,6th,7th,8th,9th,10th
C050,0.3212,0.753535,-0.7545,0.7525,4.7427,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00038426 0.00038019 0.00037612],"[-1.23353367e-06  3.31528092e-07  1.82447015e-06 ...  9.17942171e-06
  9.13125709e-06  9.08309247e-06]",0.9990377005483325,0.042576709999307974,0.03350403554949835,0.07691056750131799,0.23368946931539553,0.8428849682534397,3.313490228833207,13.71133694495445,58.67284779515896,257.0527070640457
C038,0.3919,0.69899,-1.003,0.7202,1.8621,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00029285 0.00028326 0.00027367],"[4.51381671e-07 6.28673057e-07 8.05964443e-07 ... 7.06486736e-06
 6.95995487e-06 6.85504238e-06]",0.9998537604373716,0.013405398442573657,0.007880248859018398,0.01588570895025936,0.04723588058557944,0.16948064420329795,0.6666680684238754,2.7670765780598408,11.894522096676502,52.40425000618135
C011,0.3192,0.642424,-0.7364,0.8273,0.4954,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00051235 0.00051282 0.00051329],"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 5.52743683e-06
 5.52990000e-06 5.53236317e-06]",0.9999956936856532,0.0006502607526698515,0.0001932224403401118,0.00027263441727222557,0.0007832416932292033,0.002987865539040689,0.012864965043589876,0.05876305695816725,0.2769946695446689,1.3290959333898134
C029,0.3556,0.60202,-0.9848,0.7545,0.4798,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00047001 0.00046784 0.00046567],"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 5.16624915e-06
 5.15447408e-06 5.14269901e-06]",0.9999998072978068,0.000578808841026206,0.0001215590043266314,0.00011900642572132482,0.00023811571967817952,0.0006300071278433346,0.0018621204946056846,0.005799137604261453,0.018588415564013635,0.06066327999729563
C049,0.2,0.737374,-1.0212,0.7404,1.1421,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.0004373  0.00044084 0.00044439],"[1.17773666e-06 1.19605298e-06 1.21436931e-06 ... 6.26726530e-06
 6.29404137e-06 6.32081745e-06]",0.9999978109391436,0.0018231338142577563,0.00043545152991211284,0.0005173741357624086,0.001219489253139145,0.0038940274252436784,0.014278774438568275,0.05645225032558956,0.2338218053424215,0.999297188051531
C055,0.3374,0.624242,-0.9424,0.8859,5.1703,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00043473 0.00044392 0.0004531 ],"[0.00000000e+00 0.00000000e+00 2.01494260e-06 ... 1.01226310e-05
 1.02322991e-05 1.03419671e-05]",0.9975903511450823,0.06378818161622019,0.06369620364410197,0.16054079893576384,0.5082696875417418,1.862361499134876,7.3660970424417025,30.539854509203128,130.67664422999596,571.9237686990654
C015,0.3515,0.7818179999999999,-1.0455,0.7263,2.599,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00035678 0.00036072 0.00036465],"[1.87651191e-06 1.80816466e-06 1.73981741e-06 ... 8.21840668e-06
 8.26434991e-06 8.31029315e-06]",0.9997057881309197,0.021164699953725358,0.0134144430139953,0.02788707657793655,0.08253819138348167,0.294350349829447,1.150182191274122,4.740859745396552,20.231749156516287,88.46911863280559
C025,0.3859,0.7595959999999999,-1.1545,0.8212,2.687,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00040301 0.00039569 0.00038837],"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 9.17530174e-06
 9.09492792e-06 9.01455409e-06]",0.9990798757925207,0.033039970212057214,0.028393848257493793,0.06634348971027627,0.2058565070791436,0.746227627048433,2.931129764981536,12.084617168620404,51.451908720827085,224.1407109534263
C009,0.3717,0.6545449999999999,-1.2212,0.7848,2.2524,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00036111 0.00035133 0.00034155],"[7.16652320e-08 3.90120183e-07 7.08575135e-07 ... 8.21705949e-06
 8.10751847e-06 7.99797745e-06]",0.999658551954103,0.020186755497335406,0.01364498012219684,0.028955502190922144,0.0865598278484379,0.30883640250855654,1.2037909441392616,4.944403501936045,21.019690649070874,91.56042066287412
C058,0.2929,0.779798,-0.9364,0.7081,1.9026,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00030614 0.00029979 0.00029344],"[3.22649784e-06 3.28748320e-06 3.34846856e-06 ... 6.79831848e-06
 6.73130286e-06 6.66428724e-06]",0.9999396961699627,0.008779111780136002,0.003863761419569458,0.006707710013685955,0.01845547862984278,0.06330817807759287,0.24121744813977272,0.9758747274640269,4.102439873919739,17.70943149091906
C045,0.2869,0.6888890000000001,-0.7182,0.8434,1.395,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00045174 0.00046013 0.00046851],"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 7.88508324e-06
 7.96003541e-06 8.03498757e-06]",0.9999176523587074,0.0064664428439561925,0.004042456567521058,0.008378609591102853,0.025466533695527108,0.09122643296499648,0.35455970115605656,1.4466729445566497,6.098481487577127,26.323827820933715
C066,0.2364,0.682828,-1.1,0.896,1.8432,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00046308 0.0004644  0.00046573],"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 8.53638038e-06
 8.54817311e-06 8.55996583e-06]",0.9998604600420217,0.010228523491952995,0.006031803207152264,0.012228208774789237,0.03680671721258156,0.13277618775419808,0.5229962543210496,2.1676613605616453,9.287030279606867,40.72963155629253
C068,0.2141,0.678788,-1.197,0.7646,0.8506,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00044473 0.00044531 0.0004459 ],"[1.61032179e-07 1.63431096e-07 1.65830014e-07 ... 5.73794676e-06
 5.74161692e-06 5.74528709e-06]",0.9999987930563582,0.0011100849676006865,0.0002176637878684636,0.0001886991452348882,0.0003167186238741934,0.0007279906968618479,0.0019480305239435373,0.005679640173971019,0.017483653155586493,0.05585817907307969
C003,0.2242,0.644444,-1.1242,0.7364,0.4449,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00050642 0.00050617 0.00050592],"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 4.20093410e-06
 4.19985717e-06 4.19878023e-06]",1.000000439930979,0.00018883339035578495,1.843011929783455e-05,6.8952506910875525e-06,5.246223367353505e-06,5.8117435859094066e-06,7.694649897586818e-06,1.1136745489003335e-05,1.6918540348063497e-05,2.644332751254592e-05
C028,0.3091,0.777778,-1.1303,0.8778,1.0855,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00042953 0.00042428 0.00041903],"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 7.49262541e-06
 7.44849698e-06 7.40436855e-06]",0.9999379813833115,0.005432536619399849,0.003073410877763858,0.00600428849906307,0.018035998826015785,0.06527177733632968,0.258476916695079,1.0771757410635667,4.63635484019194,20.401538766429052
C068,0.2141,0.678788,-1.197,0.7646,3.9467,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.00083558 0.00087498 0.00091437 ... 0.00031404 0.00032085 0.00032765],"[2.17151851e-05 2.21889820e-05 2.26627789e-05 ... 7.67530118e-06
 7.76119230e-06 7.84708341e-06]",0.9998459909505937,0.020384665999592082,0.009356045042713574,0.017388023137263856,0.04820254674809112,0.16798688674165213,0.6492272132933528,2.6591147648242672,11.300295458785966,49.26424832088518
C043,0.2525,0.767677,-1.203,0.7566,0.6488,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00052044 0.00052282 0.00052521],"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 5.78513147e-06
 5.79872689e-06 5.81232232e-06]",1.0000000851485242,0.0007805028429389511,0.00016118968867609597,0.00018524711580955792,0.0004874434653329207,0.0017372262044346753,0.006923668938424827,0.02910881142467741,0.12636984027365214,0.5608705273183632
C006,0.3939,0.6606059999999999,-1.1485,0.7707,0.7164,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00044929 0.00045027 0.00045125],"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 6.54483033e-06
 6.55185925e-06 6.55888817e-06]",0.9999904716679462,0.0021577113162649995,0.0007978849537684305,0.0012795645446956067,0.0036941957715992406,0.013463484250983542,0.05423802134390615,0.2302097288019085,1.008610574804593,4.514960553173059
C063,0.3475,0.7696970000000001,-1.1667,0.7343,5.6825,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.0003031  0.00029413 0.00028516],"[-1.80879284e-07  1.75423394e-06  0.00000000e+00 ...  8.38105826e-06
  8.26334012e-06  8.14562199e-06]",0.9988328574811037,0.05731451080880188,0.04577760450759055,0.10511006742719899,0.31192637609397406,1.1058723886443347,4.286401294154432,17.529718399769973,74.25803641514138,322.48658583770526
C028,0.3091,0.777778,-1.1303,0.8778,1.6137,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00045549 0.00046602 0.00047655],"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 8.66386471e-06
 8.76561951e-06 8.86737431e-06]",0.9997968204310864,0.012181347817288848,0.00844799158718114,0.018051911542145003,0.05513014800769494,0.19900109456455448,0.7814129852504625,3.224903326424785,13.7506281876426,59.99368545127859
C031,0.297,0.612121,-1.0636,0.7182,1.6181,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],"[6.67641291e-05 6.97736631e-05 7.27831971e-05 ... 3.46029224e-04
 3.39771406e-04 3.33513588e-04]","[4.21523433e-06 4.30293774e-06 4.39064114e-06 ... 6.88362964e-06
 6.82493767e-06 6.76624570e-06]",0.9999704562755419,0.006292452186385977,0.0023771559367196074,0.0039267687587610876,0.01091824464427549,0.038510424648311184,0.15155207373444027,0.6336980694780315,2.7518145360904906,12.258287661312558
C029,0.3556,0.60202,-0.9848,0.7545,1.0093,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.        0.        0.        ... 0.0003759 0.0003695 0.0003631],"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 6.51199976e-06
 6.45824420e-06 6.40448865e-06]",0.9999816796795907,0.0034857148385850243,0.001366638740893233,0.002172598774941825,0.005826912099078444,0.019568637623020486,0.0729416956843201,0.2879422916558169,1.1778503163597616,4.935070995959497
C059,0.3818,0.7333329999999999,-0.9061,0.7222,2.4959,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00036932 0.00037421 0.00037911],"[4.50574176e-07 5.89646282e-07 7.28718388e-07 ... 8.34827618e-06
 8.40337932e-06 8.45848245e-06]",0.9996608341001229,0.020934886571333678,0.013840019549449838,0.029068376009425693,0.08612508455250965,0.30551749631038677,1.1852078813901061,4.847570795995574,20.53088695308473,89.14353493966287
C061,0.3838,0.7151519999999999,-1.1061,0.7242,3.1116,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00034526 0.00034059 0.00033593],"[1.23327654e-06 1.52531196e-06 1.81734738e-06 ... 8.39020446e-06
 8.33441890e-06 8.27863335e-06]",0.9995166127942533,0.0295905376226168,0.0204947825864046,0.044158955016036325,0.1308322470701927,0.464207346742481,1.8010193400050178,7.367435930883627,31.207104504560466,135.50431259665643
C030,0.3111,0.638384,-1.1606,0.8838,0.4586,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00050268 0.00050247 0.00050227],"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 5.38999977e-06
 5.38878550e-06 5.38757123e-06]",0.9999989823079996,0.0006033724735654665,0.0001528020155035164,0.00017403080569597683,0.0004235488910866047,0.0014401073835626154,0.005637371194692697,0.02352830194456937,0.10138613763491526,0.44455568968746734
C055,0.3374,0.624242,-0.9424,0.8859,2.991,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00036147 0.00035295 0.00034443],"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 8.68886733e-06
 8.59052251e-06 8.49217770e-06]",0.998990870193727,0.03302817549606033,0.029144940863914785,0.06955265950515001,0.2192247845566191,0.8034992799195816,3.1839301318991757,13.227298456483405,56.712125759880436,248.7002870228531
C030,0.3111,0.638384,-1.1606,0.8838,1.238,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.0003794  0.00037284 0.00036629],"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 7.28679539e-06
 7.22665416e-06 7.16651293e-06]",0.9999145077860319,0.0067811471014171225,0.003915732816698651,0.00773611350492072,0.023181801645768906,0.08370867292322089,0.3315901330149884,1.3861496683412748,5.999031656440708,26.593007026569957
C035,0.3596,0.680808,-0.8697,0.7061,3.2101,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00033444 0.00033116 0.00032788],"[4.19802249e-06 4.31528265e-06 4.43254281e-06 ... 8.11688365e-06
 8.07735268e-06 8.03782171e-06]",0.999645706942557,0.02525423537851813,0.01593299442767179,0.033268023413692775,0.09766614766455485,0.34616752819751573,1.3443235689637723,5.505536203112506,23.33635223582279,101.32191336015202
C068,0.2141,0.678788,-1.197,0.7646,5.5237,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.00080098 0.00082955 0.00085146 ... 0.00024551 0.00024785 0.00025019],"[2.49947712e-05 2.54269358e-05 2.57550946e-05 ... 7.12544025e-06
 7.15941949e-06 7.19339873e-06]",0.9997456861606175,0.03180423809116143,0.016093344927080293,0.031173371268544824,0.08574506392857373,0.29708447564499124,1.1414753626682332,4.6488451693404,19.646687947374108,85.1982885836405
C039,0.2566,0.618182,-0.7909,0.801,1.1501,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00043017 0.00043142 0.00043267],"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 6.79684445e-06
 6.80658673e-06 6.81632901e-06]",0.9999760257835262,0.003015579168283288,0.0012412142618585002,0.002120851558628648,0.0060848955431784466,0.02169544611419077,0.08573782147695223,0.35909265207450536,1.5604736642662909,6.955219813469829
C069,0.2343,0.707071,-0.9545,0.702,1.7365,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.00024696 0.00025312 0.00025928 ... 0.00036072 0.00036025 0.00035978],"[7.51351271e-06 7.60027367e-06 7.68703462e-06 ... 6.73857674e-06
 6.73387644e-06 6.72917614e-06]",0.9999799194846688,0.004855114090991455,0.0015313892859328774,0.002339779079938441,0.0063909414478102375,0.022510490626623452,0.08841384494181502,0.36761677866375486,1.5819069308285676,6.965033446695061
C021,0.2222,0.606061,-1.0152,0.8091,1.858,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00039225 0.00039824 0.00040424],"[3.03991171e-06 2.98347716e-06 2.92704261e-06 ... 7.43368847e-06
 7.49396960e-06 7.55425073e-06]",0.9999551830909553,0.006899148076105707,0.003020443038218649,0.005425841322180475,0.015455581779882824,0.054033387297128595,0.2079689932852558,0.8456915688161154,3.563691295324309,15.398864526965275
C012,0.2465,0.620202,-1.1788,0.8333,1.4556,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00042895 0.00043919 0.00044943],"[4.72207410e-07 4.72088081e-07 4.71968751e-07 ... 7.54202452e-06
 7.63593445e-06 7.72984438e-06]",0.9999632982380883,0.005738783456463538,0.0025984140895970696,0.004758355586701851,0.01396089767966842,0.05011429933897919,0.1976142407135789,0.8214933634354448,3.531198097518416,15.5319699004908
C003,0.2242,0.644444,-1.1242,0.7364,1.2779,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],"[6.61568927e-05 6.87387815e-05 7.13206704e-05 ... 3.16448824e-04
 3.13153193e-04 3.09857562e-04]","[3.31219295e-06 3.36807037e-06 3.42394779e-06 ... 5.72894847e-06
 5.70075012e-06 5.67255177e-06]",0.9999928241899719,0.0027079905521478465,0.0007084088641952737,0.0009052292532695555,0.002183430672660344,0.006978606602337002,0.025336572199840736,0.09872724061138931,0.4025406517797428,1.6947285426083154
C058,0.2929,0.779798,-0.9364,0.7081,0.473,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00051804 0.00051938 0.00052071],"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 4.93304532e-06
 4.93942224e-06 4.94579915e-06]",0.9999992304830454,0.0003708854901962224,6.057212686522147e-05,6.607700813512411e-05,0.00020792710292145752,0.0008852193269527257,0.0040520490218723835,0.018948159844149465,0.08928208403739836,0.42198888797582357
C041,0.2384,0.747475,-1.1909,0.8596,1.6052,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00033372 0.00032843 0.00032315],"[-8.53482761e-08 -5.61684478e-10  8.42249071e-08 ...  6.95413702e-06
  6.90070738e-06  6.84727774e-06]",0.9999321274801637,0.007653531423671611,0.003963924256887803,0.007567793728635898,0.022248628358817933,0.0793673400441845,0.3109720451863998,1.2869235600917721,5.520218287288914,24.287115460921278
C042,0.3152,0.674747,-1.2818,0.7626,1.0555,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00043599 0.00044073 0.00044547],"[2.60072772e-07 2.25257836e-07 1.90442900e-07 ... 7.08493216e-06
 7.12525334e-06 7.16557453e-06]",0.9999853002960281,0.003675974649177228,0.0013789104821696702,0.0022125993838380364,0.0060657692571267335,0.020834158615617205,0.07937109917512603,0.3204939214399851,1.3434805499729963,5.781549975884535
C027,0.2848,0.7575759999999999,-1.0879,0.7,0.8,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00042135 0.0004201  0.00041884],"[-6.19870029e-09  4.84153760e-09  1.58817755e-08 ...  5.78997015e-06
  5.78139803e-06  5.77282591e-06]",1.0000002939942385,0.0013330031211848971,0.0003268942615483226,0.00045380103513553466,0.001309795967547387,0.004858907029304888,0.01974045169752017,0.0836910331392877,0.3636072185578273,1.6053472869091738
C014,0.2889,0.616162,-1.0576,0.8818,1.242,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00042543 0.00042094 0.00041645],"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 7.53348661e-06
 7.49448532e-06 7.45548402e-06]",0.9999320449659254,0.005820637481406125,0.0031579890046670436,0.006062266049973091,0.017979255319209565,0.06452161835073184,0.2538895044417363,1.052769818086311,4.513421591388674,19.800011065831892
C067,0.3414,0.670707,-0.7727,0.7323,2.4786,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.0003492  0.00033757 0.00032594],"[1.72683902e-06 1.68403759e-06 1.64123616e-06 ... 7.90187130e-06
 7.77319263e-06 7.64451395e-06]",0.9997656749538073,0.01681219769206301,0.010367678990771925,0.021337025360215624,0.06298570123216504,0.22280360749000694,0.8615176255987748,3.5111664638351865,14.817035005353253,64.1033766884131
C026,0.3253,0.7111109999999999,-1.2152,0.7162,2.6766,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],"[8.16227829e-05 8.84664939e-05 9.53102049e-05 ... 2.79082306e-04
 2.65011175e-04 2.50940043e-04]","[6.57364535e-06 6.82433154e-06 7.07501773e-06 ... 7.19638454e-06
 7.03696553e-06 6.87754651e-06]",0.9998196380263361,0.018533546134083936,0.009937655532177058,0.019236608538438317,0.05457928865518876,0.18979828740198493,0.7272319167120788,2.9477573043080114,12.396437235705747,53.51249930989645
C021,0.2222,0.606061,-1.0152,0.8091,3.1798,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.00014621 0.0001429  0.00013959 ... 0.00029551 0.00029727 0.00029903],"[8.54041716e-06 8.44077129e-06 8.34112541e-06 ... 7.29159295e-06
 7.31291431e-06 7.33423566e-06]",0.9998265507509848,0.017131256852159753,0.008925649681155693,0.01723381154305687,0.048921586332466134,0.16992079336123064,0.6496044375077404,2.625623240773088,11.005870167504938,47.339025889534575
C005,0.2667,0.719192,-0.8455,0.898,0.477,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00053734 0.00053874 0.00054014],"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 5.43121772e-06
 5.43832222e-06 5.44542672e-06]",0.9999984783769106,0.0005336250612931543,0.00015343614092256768,0.00018812712578954798,0.0004271718710348776,0.001241135443353763,0.004047037154759559,0.014117244489359117,0.05154781961612258,0.19461496481321403
C020,0.2162,0.6464650000000001,-1.0273,0.7283,3.109,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.00118096 0.00121617 0.00125137 ... 0.00030189 0.00030263 0.00030337],"[2.20735897e-05 2.23822172e-05 2.26908447e-05 ... 7.10373989e-06
 7.11211725e-06 7.12049461e-06]",0.9999333991584802,0.0128161009807971,0.004900176791996976,0.008324679760129525,0.022366402487798774,0.07639296524721526,0.29028561192588537,1.1701155978370243,4.895374221073442,21.01285656408358
C001,0.3616,0.771717,-0.8091,0.7788,3.804,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00044167 0.00045087 0.00046008],"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 9.82534733e-06
 9.93193752e-06 1.00385277e-05]",0.9988365496894916,0.04157825232103155,0.036152103713246085,0.08562223555970115,0.26536532194039963,0.9623957319493283,3.785151705545051,15.639680504766984,66.78518091272502,291.9999402716694
C024,0.2808,0.721212,-0.797,0.7141,1.3442,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00040611 0.00040878 0.00041145],"[5.19015453e-07 5.37453331e-07 5.55891209e-07 ... 6.91917908e-06
 6.94197257e-06 6.96476607e-06]",0.9999752712976726,0.003970202038845275,0.0014396020241061516,0.002170767604436368,0.005628613896037542,0.018755253441193005,0.07063652293459043,0.28553458139969035,1.2081812006334673,5.277023526937313
C069,0.2343,0.707071,-0.9545,0.702,1.5465,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.00011763 0.00012363 0.00012963 ... 0.00038783 0.00039163 0.00039542],"[4.91156488e-06 5.01798990e-06 5.12441493e-06 ... 6.74842258e-06
 6.78241023e-06 6.81639787e-06]",0.9999894493660363,0.00391731986983376,0.0011959219246210513,0.0018205117826049402,0.00497199629485863,0.017217484741113304,0.06580160971361408,0.2647347687048961,1.0991278687366584,4.663025652067261
C057,0.3677,0.658586,-0.8333,0.8677,1.9048,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.0004474  0.00044826 0.00044913],"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 9.02505405e-06
 9.03318495e-06 9.04131585e-06]",0.9995205036311512,0.01793145385963932,0.014535610345813977,0.033116064290303386,0.10342640647029766,0.37703633962466737,1.4890922797277544,6.173305408938365,26.43647192003977,115.87425123797193
C023,0.2444,0.8,-1.0515,0.8313,0.3562,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00051766 0.0005173  0.00051694],"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 4.17605464e-06
 4.17456509e-06 4.17307555e-06]",1.0000003964230197,0.00017511549491070966,2.5104732617352284e-05,1.630062313081736e-05,2.3658735138270312e-05,4.782788024599114e-05,0.00010965944782394881,0.00026493795768305496,0.0006555147047288268,0.0016407147071301389
C063,0.3475,0.7696970000000001,-1.1667,0.7343,2.1893,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00040479 0.00040474 0.00040469],"[1.53016068e-06 1.48300909e-06 1.43585750e-06 ... 8.49238388e-06
 8.49130722e-06 8.49023056e-06]",0.9998009182710967,0.016446078542913342,0.00969595362258363,0.019397708716795234,0.05651777053022685,0.1991031910010583,0.7692125750692875,3.1356243725761677,13.23777463558884,57.28777974607315
C013,0.3394,0.7131310000000001,-1.1848,0.8899,0.2639,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.000539   0.00053799 0.00053697],"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 4.22197412e-06
 4.21808348e-06 4.21419284e-06]",0.9999993197153603,0.0001677238566352588,2.783807013162192e-05,2.3103103550331e-05,4.5360483655201364e-05,0.00011952212031914981,0.0003437546851726046,0.0010175214295559966,0.003043897243705248,0.009144285762511853
C011,0.3192,0.642424,-0.7364,0.8273,5.503,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00048678 0.00050731 0.00052783],"[-1.39398499e-06  4.97104257e-07  1.73178113e-06 ...  1.05901078e-05
  1.08279337e-05  1.10657597e-05]",0.9982520851073464,0.055617128022878645,0.05067743082394119,0.12345406080486655,0.3844318661126371,1.3989042120507225,5.515570418889546,22.83643707666271,97.67697823435618,427.58312326563805
C028,0.3091,0.777778,-1.1303,0.8778,1.2447,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00046064 0.00046399 0.00046733],"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 8.10824911e-06
 8.13742451e-06 8.16659991e-06]",0.9999040680563915,0.007280445844639611,0.004424613799252179,0.008879337992416268,0.02658317988992076,0.09506886374538875,0.3712751972060471,1.526664173333881,6.49341814112184,28.28821412333301
C064,0.2788,0.717172,-1.2939,0.7828,1.0132,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00044986 0.000453   0.00045614],"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 6.93673574e-06
 6.96133989e-06 6.98594404e-06]",0.9999908675065412,0.00298065857066871,0.0010164417778602683,0.0014738885065201067,0.0037492571451344554,0.012215240977085215,0.044719328054319656,0.17476142241263812,0.7116474391915607,2.9803405561358143
C014,0.2889,0.616162,-1.0576,0.8818,0.4622,[-2.        -1.9979996 -1.9959992 ...  7.9959992  7.9979996  8.       ],[0.         0.         0.         ... 0.00049691 0.00049657 0.00049622],"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 5.19959480e-06
 5.19768026e-06 5.19576573e-06]",1.0000008499771231,0.0005226396877772086,0.0001359603378166508,0.00016854560442797594,0.0004096953015891637,0.0012803113433457268,0.0044399058947103024,0.01622338440200336,0.06110948128114554,0.2347350477209517
